Location,Count Date,Day,24 Hr. Total Vol.
111TH STREET E/O EASTWOOD AVENUE,05/01/2012 12:00:00 AM,Tue,3231
111TH STREET E/O EASTWOOD AVENUE,04/30/2012 12:00:00 AM,Mon,3204
111TH STREET E/O HAAS AVENUE,07/31/2013 12:00:00 AM,Wed,443
111TH STREET E/O INGLEWOOD AVENUE,01/29/2008 12:00:00 AM,Tue,6124
111TH STREET E/O TRURO AVENUE,02/23/2011 12:00:00 AM,Wed,4586
111TH STREET E/O WATTS AVENUE,08/31/2011 12:00:00 AM,Wed,548
WILMINGTON AVENUE S/O 122ND STREET,12/18/2014 12:00:00 AM,Thu,10894
111TH STREET E/O WATTS AVENUE,08/30/2011 12:00:00 AM,Tue,455
111TH STREET E/O WATTS AVENUE,08/29/2011 12:00:00 AM,Mon,493
111TH STREET W/O ALAMEDA STREET,01/09/2013 12:00:00 AM,Wed,570
111TH STREET W/O INGLEWOOD AVENUE,01/29/2008 12:00:00 AM,Tue,2999
111TH STREET W/O WATTS AVENUE,08/31/2011 12:00:00 AM,Wed,364
111TH STREET W/O WATTS AVENUE,08/30/2011 12:00:00 AM,Tue,323
111TH STREET W/O WATTS AVENUE,08/29/2011 12:00:00 AM,Mon,299
111TH STREET W/O WESTERN AVENUE,08/07/2013 12:00:00 AM,Wed,821
112TH PLACE E/O MONA BOULEVARD,01/21/2013 12:00:00 AM,Mon,293
112TH PLACE E/O MONA BOULEVARD,01/20/2013 12:00:00 AM,Sun,298
112TH PLACE E/O MONA BOULEVARD,01/19/2013 12:00:00 AM,Sat,407
112TH PLACE E/O MONA BOULEVARD,01/18/2013 12:00:00 AM,Fri,404
112TH PLACE E/O MONA BOULEVARD,01/17/2013 12:00:00 AM,Thur,347
112TH STREET E/O BUDLONG AVENUE,01/25/2011 12:00:00 AM,Tue,2216
112TH STREET E/O BUDLONG AVENUE,01/24/2011 12:00:00 AM,Mon,2499
126TH STREET W/O MONA BOULEVARD,03/03/2011 12:00:00 AM,Thur,968
126TH STREET W/O MONA BOULEVARD,03/02/2011 12:00:00 AM,Wed,929
CENTRAL AVENUE S/O 139TH STREET,12/18/2014 12:00:00 AM,Thu,16485
LAKE AVENUE N/O PALM STREET (N),12/19/2014 12:00:00 AM,Fri,0
126TH STREET W/O MONA BOULEVARD,03/01/2011 12:00:00 AM,Tue,985
126TH STREET W/O MONA BOULEVARD,09/17/2008 12:00:00 AM,Wed,915
126TH STREET W/O WILLOWBROOK AVENUE,02/21/2012 12:00:00 AM,Tue,872
127TH STREET E/O BROADWAY,10/01/2012 12:00:00 AM,Mon,655
127TH STREET E/O BROADWAY,05/07/2008 12:00:00 AM,Wed,727
127TH STREET E/O BROADWAY,05/06/2008 12:00:00 AM,Tue,702
127TH STREET E/O CENTRAL AVENUE,02/18/2009 12:00:00 AM,Wed,428
127TH STREET E/O HARVARD BOULEVARD,09/01/2009 12:00:00 AM,Tue,688
127TH STREET E/O HARVARD BOULEVARD,08/31/2009 12:00:00 AM,Mon,661
127TH STREET E/O ISIS AVENUE,04/29/2008 12:00:00 AM,Tue,208
127TH STREET W/O DENKER AVENUE,01/13/2014 12:00:00 AM,Mon,701
127TH STREET W/O HARVARD BOULEVARD,01/13/2014 12:00:00 AM,Mon,961
127TH STREET W/O NORMANDIE AVENUE,01/13/2014 12:00:00 AM,Mon,629
128TH STREET E S/O AVENUE W,06/02/2013 12:00:00 AM,Sun,13
128TH STREET E S/O AVENUE W,06/01/2013 12:00:00 AM,Sat,15
128TH STREET E S/O AVENUE W,05/31/2013 12:00:00 AM,Fri,159
128TH STREET E S/O AVENUE W,05/30/2013 12:00:00 AM,Thur,156
LAKE AVENUE N/O PALM STREET (N),12/20/2014 12:00:00 AM,Sat,0
LAKE AVENUE N/O PALM STREET (N),12/21/2014 12:00:00 AM,Sun,0
129TH STREET E/O MONA BOULEVARD,02/21/2012 12:00:00 AM,Tue,618
129TH STREET W/O OCEAN GATE AVENUE,03/11/2013 12:00:00 AM,Mon,2213
129TH STREET W/O OCEAN GATE AVENUE,04/13/2011 12:00:00 AM,Wed,2473
129TH STREET W/O OCEAN GATE AVENUE,04/12/2011 12:00:00 AM,Tue,2545
130TH STREET E/O SHOUP AVENUE,04/29/2008 12:00:00 AM,Tue,708
131ST STREET E/O OCEAN GATE AVENUE,08/08/2007 12:00:00 AM,Wed,525
131ST STREET E/O SHOUP AVENUE,08/05/2007 12:00:00 AM,Sun,411
131ST STREET E/O SHOUP AVENUE,08/04/2007 12:00:00 AM,Sat,502
131ST STREET E/O SHOUP AVENUE,08/03/2007 12:00:00 AM,Fri,500
131ST STREET E/O SHOUP AVENUE,08/02/2007 12:00:00 AM,Thur,531
131ST STREET E/O SPRING STREET,02/19/2014 12:00:00 AM,Wed,799
132ND STREET E/O LEMOLI AVENUE,06/18/2014 12:00:00 AM,Wed,1826
132ND STREET E/O LEMOLI AVENUE,02/07/2011 12:00:00 AM,Mon,1787
132ND STREET E/O LEMOLI AVENUE,02/06/2011 12:00:00 AM,Sun,1335
132ND STREET E/O LEMOLI AVENUE,02/05/2011 12:00:00 AM,Sat,1733
132ND STREET E/O LEMOLI AVENUE,02/04/2011 12:00:00 AM,Fri,1826
132ND STREET E/O LEMOLI AVENUE,02/03/2011 12:00:00 AM,Thur,1806
LAKE AVENUE N/O PALM STREET (N),12/22/2014 12:00:00 AM,Mon,4686
132ND STREET E/O SHOUP AVENUE,02/11/2009 12:00:00 AM,Wed,620
132ND STREET E/O YUKON AVENUE,06/18/2014 12:00:00 AM,Wed,1706
132ND STREET N/O OCEAN GATE AVENUE,08/28/2013 12:00:00 AM,Wed,684
132ND STREET W/O OCEAN GATE AVENUE,08/28/2013 12:00:00 AM,Wed,439
133RD STREET E/O LEMOLI AVENUE,01/09/2008 12:00:00 AM,Wed,481
133RD STREET E/O LEMOLI AVENUE,01/08/2008 12:00:00 AM,Tue,424
133RD STREET E/O LEMOLI AVENUE,01/07/2008 12:00:00 AM,Mon,422
133RD STREET E/O MONA BOULEVARD,03/29/2009 12:00:00 AM,Sun,2847
133RD STREET E/O MONA BOULEVARD,03/28/2009 12:00:00 AM,Sat,3527
133RD STREET E/O MONA BOULEVARD,03/27/2009 12:00:00 AM,Fri,3891
133RD STREET E/O MONA BOULEVARD,03/26/2009 12:00:00 AM,Thur,3612
133RD STREET E/O SHOUP AVENUE,03/11/2012 12:00:00 AM,Sun,609
133RD STREET E/O SHOUP AVENUE,03/10/2012 12:00:00 AM,Sat,728
133RD STREET E/O SHOUP AVENUE,03/09/2012 12:00:00 AM,Fri,813
133RD STREET E/O SHOUP AVENUE,03/08/2012 12:00:00 AM,Thur,766
133RD STREET W/O INGLEWOOD AVENUE,03/23/2008 12:00:00 AM,Sun,582
133RD STREET W/O INGLEWOOD AVENUE,03/22/2008 12:00:00 AM,Sat,774
ALTADENA DRIVE E/O ALLEN AVENUE,12/22/2014 12:00:00 AM,Mon,7585
133RD STREET W/O INGLEWOOD AVENUE,03/21/2008 12:00:00 AM,Fri,852
133RD STREET W/O INGLEWOOD AVENUE,03/20/2008 12:00:00 AM,Thur,816
133RD STREET W/O INGLEWOOD AVENUE,03/19/2008 12:00:00 AM,Wed,823
133RD STREET W/O INGLEWOOD AVENUE,03/12/2008 12:00:00 AM,Wed,757
133RD STREET W/O INGLEWOOD AVENUE,03/11/2008 12:00:00 AM,Tue,760
133RD STREET W/O SHOUP AVENUE,08/05/2007 12:00:00 AM,Sun,529
133RD STREET W/O SHOUP AVENUE,08/04/2007 12:00:00 AM,Sat,556
133RD STREET W/O SHOUP AVENUE,08/03/2007 12:00:00 AM,Fri,547
133RD STREET W/O SHOUP AVENUE,08/02/2007 12:00:00 AM,Thur,575
134TH PLACE W/O OCEAN GATE AVENUE,03/11/2014 12:00:00 AM,Tue,497
134TH PLACE W/O SHOUP AVENUE,03/11/2014 12:00:00 AM,Tue,544
134TH PLACE W/O SHOUP AVENUE,08/28/2013 12:00:00 AM,Wed,498
134TH STREET E/O CERISE AVENUE,12/05/2007 12:00:00 AM,Wed,1302
134TH STREET E/O LEMOLI AVENUE,12/09/2007 12:00:00 AM,Sun,690
134TH STREET E/O LEMOLI AVENUE,12/08/2007 12:00:00 AM,Sat,766
134TH STREET E/O LEMOLI AVENUE,12/07/2007 12:00:00 AM,Fri,805
134TH STREET E/O LEMOLI AVENUE,12/06/2007 12:00:00 AM,Thur,739
ALTADENA DRIVE N/O NEW YORK DRIVE,12/22/2014 12:00:00 AM,Mon,12144
134TH STREET W/O LEMOLI AVENUE,10/01/2012 12:00:00 AM,Mon,1288
134TH STREET W/O LEMOLI AVENUE,08/30/2010 12:00:00 AM,Mon,1235
134TH STREET W/O LEMOLI AVENUE,10/19/2008 12:00:00 AM,Sun,879
134TH STREET W/O LEMOLI AVENUE,10/18/2008 12:00:00 AM,Sat,1037
134TH STREET W/O LEMOLI AVENUE,10/17/2008 12:00:00 AM,Fri,1307
134TH STREET W/O LEMOLI AVENUE,10/16/2008 12:00:00 AM,Thur,1244
134TH STREET W/O LEMOLI AVENUE,10/15/2008 12:00:00 AM,Wed,1327
135TH STREET E/O CHADRON AVENUE,04/21/2013 12:00:00 AM,Sun,11532
135TH STREET E/O CHADRON AVENUE,04/20/2013 12:00:00 AM,Sat,13237
135TH STREET E/O CHADRON AVENUE,04/19/2013 12:00:00 AM,Fri,14170
135TH STREET E/O CHADRON AVENUE,04/18/2013 12:00:00 AM,Thur,13258
135TH STREET E/O CHADRON AVENUE,03/03/2013 12:00:00 AM,Sun,18083
135TH STREET E/O CHADRON AVENUE,03/02/2013 12:00:00 AM,Sat,20295
135TH STREET E/O CHADRON AVENUE,03/01/2013 12:00:00 AM,Fri,22705
135TH STREET E/O CHADRON AVENUE,02/28/2013 12:00:00 AM,Thur,21099
135TH STREET E/O MAIN STREET,08/29/2010 12:00:00 AM,Sun,4522
135TH STREET E/O MAIN STREET,08/28/2010 12:00:00 AM,Sat,5448
WASHINGTON BOULEVARD W/O ALTADENA DRIVE,12/22/2014 12:00:00 AM,Mon,12393
135TH STREET E/O MAIN STREET,08/27/2010 12:00:00 AM,Fri,7397
135TH STREET E/O MAIN STREET,08/26/2010 12:00:00 AM,Thur,6992
135TH STREET E/O OCEAN GATE AVENUE,12/07/2011 12:00:00 AM,Wed,3414
135TH STREET E/O OCEAN GATE AVENUE,12/06/2011 12:00:00 AM,Tue,3483
135TH STREET E/O SHOUP AVENUE,02/10/2009 12:00:00 AM,Tue,3513
135TH STREET W/O MAIN STREET,08/29/2010 12:00:00 AM,Sun,4981
135TH STREET W/O MAIN STREET,08/28/2010 12:00:00 AM,Sat,6118
135TH STREET W/O MAIN STREET,08/27/2010 12:00:00 AM,Fri,8918
135TH STREET W/O MAIN STREET,08/26/2010 12:00:00 AM,Thur,8339
136TH STREET E/O AVALON BOULEVARD,05/06/2008 12:00:00 AM,Tue,446
136TH STREET E/O LA CIENEGA BOULEVARD,10/17/2007 12:00:00 AM,Wed,379
136TH STREET E/O LA CIENEGA BOULEVARD,10/16/2007 12:00:00 AM,Tue,417
136TH STREET E/O LA CIENEGA BOULEVARD,10/15/2007 12:00:00 AM,Mon,396
136TH STREET E/O LA CIENEGA BOULEVARD,10/14/2007 12:00:00 AM,Sun,237
136TH STREET E/O LA CIENEGA BOULEVARD,10/13/2007 12:00:00 AM,Sat,251
136TH STREET E/O LA CIENEGA BOULEVARD,10/12/2007 12:00:00 AM,Fri,422
136TH STREET E/O LA CIENEGA BOULEVARD,10/11/2007 12:00:00 AM,Thur,332
WASHINGTON BOULEVARD E/O BELLFORD AVENUE,12/22/2014 12:00:00 AM,Mon,13678
136TH STREET W/O MCKINLEY AVENUE,05/14/2008 12:00:00 AM,Wed,256
136TH STREET W/O MCKINLEY AVENUE,05/13/2008 12:00:00 AM,Tue,260
137TH PLACE E/O LA CIENEGA BOULEVARD,10/17/2007 12:00:00 AM,Wed,383
137TH PLACE E/O LA CIENEGA BOULEVARD,10/16/2007 12:00:00 AM,Tue,363
137TH PLACE E/O LA CIENEGA BOULEVARD,10/11/2007 12:00:00 AM,Thur,491
137TH STREET E/O LA CIENEGA BOULEVARD,10/17/2007 12:00:00 AM,Wed,435
137TH STREET E/O LA CIENEGA BOULEVARD,10/16/2007 12:00:00 AM,Tue,475
137TH STREET E/O LA CIENEGA BOULEVARD,10/12/2007 12:00:00 AM,Fri,440
137TH STREET E/O LA CIENEGA BOULEVARD,10/11/2007 12:00:00 AM,Thur,476
123RD STREET E/O GRANDEE AVENUE,09/24/2010 12:00:00 AM,Fri,1223
123RD STREET E/O GRANDEE AVENUE,09/23/2010 12:00:00 AM,Thur,1191
123RD STREET E/O HINDRY AVENUE,09/17/2012 12:00:00 AM,Mon,1146
123RD STREET W/O BREMERTON WAY,04/13/2011 12:00:00 AM,Wed,187
123RD STREET W/O GRANDEE AVENUE,09/25/2010 12:00:00 AM,Sat,1245
123RD STREET W/O GRANDEE AVENUE,09/24/2010 12:00:00 AM,Fri,1324
123RD STREET W/O GRANDEE AVENUE,09/23/2010 12:00:00 AM,Thur,1326
124TH STREET E/O AVIATION BOULEVARD,10/09/2013 12:00:00 AM,Wed,620
ALTADENA DRIVE S/O WASHINGTON BOULEVARD,12/22/2014 12:00:00 AM,Mon,14336
124TH STREET E/O BROADWAY,10/01/2012 12:00:00 AM,Mon,1216
124TH STREET E/O ISIS AVENUE,10/01/2013 12:00:00 AM,Tue,337
124TH STREET E/O SLATER AVENUE,09/17/2008 12:00:00 AM,Wed,424
124TH STREET E/O TAHOE AVENUE,12/11/2012 12:00:00 AM,Tue,300
124TH STREET E/O WALL STREET,05/20/2007 12:00:00 AM,Sun,821
124TH STREET E/O WALL STREET,05/19/2007 12:00:00 AM,Sat,961
124TH STREET E/O WALL STREET,05/18/2007 12:00:00 AM,Fri,1049
124TH STREET E/O WALL STREET,05/17/2007 12:00:00 AM,Thur,911
124TH STREET E/O WALL STREET,05/16/2007 12:00:00 AM,Wed,954
124TH STREET W/O DENKER AVENUE,01/09/2008 12:00:00 AM,Wed,1185
124TH STREET W/O DENKER AVENUE,01/08/2008 12:00:00 AM,Tue,1187
124TH STREET W/O DENKER AVENUE,01/07/2008 12:00:00 AM,Mon,1226
124TH STREET W/O ISIS AVENUE,10/17/2012 12:00:00 AM,Wed,675
124TH STREET W/O ISIS AVENUE,09/18/2011 12:00:00 AM,Sun,299
124TH STREET W/O ISIS AVENUE,09/17/2011 12:00:00 AM,Sat,406
124TH STREET W/O ISIS AVENUE,09/16/2011 12:00:00 AM,Fri,627
124TH STREET W/O ISIS AVENUE,09/15/2011 12:00:00 AM,Thur,726
124TH STREET W/O ISIS AVENUE,09/14/2011 12:00:00 AM,Wed,633
124TH STREET W/O ISIS AVENUE,09/13/2011 12:00:00 AM,Tue,628
125TH STREET E/O ISIS AVENUE,12/04/2011 12:00:00 AM,Sun,131
125TH STREET E/O ISIS AVENUE,12/03/2011 12:00:00 AM,Sat,145
125TH STREET E/O ISIS AVENUE,12/02/2011 12:00:00 AM,Fri,231
125TH STREET E/O ISIS AVENUE,12/01/2011 12:00:00 AM,Thur,254
125TH STREET E/O ISIS AVENUE,11/30/2011 12:00:00 AM,Wed,237
125TH STREET E/O ISIS AVENUE,11/29/2011 12:00:00 AM,Tue,239
125TH STREET E/O ISIS AVENUE,11/28/2011 12:00:00 AM,Mon,248
126TH STREET E/O BROADWAY,10/01/2012 12:00:00 AM,Mon,542
126TH STREET E/O COMPTON AVENUE,07/29/2014 12:00:00 AM,Tue,1072
126TH STREET E/O DENKER AVENUE,05/07/2008 12:00:00 AM,Wed,600
126TH STREET E/O DENKER AVENUE,05/06/2008 12:00:00 AM,Tue,595
126TH STREET E/O MONA BOULEVARD,04/11/2011 12:00:00 AM,Mon,822
126TH STREET E/O MONA BOULEVARD,04/10/2011 12:00:00 AM,Sun,390
126TH STREET E/O MONA BOULEVARD,04/09/2011 12:00:00 AM,Sat,769
126TH STREET E/O MONA BOULEVARD,04/08/2011 12:00:00 AM,Fri,972
126TH STREET E/O MONA BOULEVARD,04/07/2011 12:00:00 AM,Thur,784
LAKE AVENUE N/O PALM STREET (N),12/23/2014 12:00:00 AM,Tue,6337
LAKE AVENUE N/O PALM STREET (N),12/24/2014 12:00:00 AM,Wed,608
126TH STREET E/O MONA BOULEVARD,04/06/2011 12:00:00 AM,Wed,814
126TH STREET E/O MONA BOULEVARD,04/05/2011 12:00:00 AM,Tue,814
126TH STREET E/O WILMINGTON AVENUE,02/21/2012 12:00:00 AM,Tue,987
126TH STREET W/O MONA BOULEVARD,03/06/2011 12:00:00 AM,Sun,822
126TH STREET W/O MONA BOULEVARD,03/05/2011 12:00:00 AM,Sat,1128
126TH STREET W/O MONA BOULEVARD,03/04/2011 12:00:00 AM,Fri,1065
140TH STREET E/O LA CIENEGA BOULEVARD,10/11/2007 12:00:00 AM,Thur,532
140TH STREET W/O SAN PEDRO STREET,04/27/2008 12:00:00 AM,Sun,485
140TH STREET W/O SAN PEDRO STREET,04/26/2008 12:00:00 AM,Sat,525
140TH STREET W/O SAN PEDRO STREET,04/25/2008 12:00:00 AM,Fri,573
140TH STREET W/O SAN PEDRO STREET,04/24/2008 12:00:00 AM,Thur,614
141ST STREET E/O LA CIENEGA BOULEVARD,10/17/2007 12:00:00 AM,Wed,478
141ST STREET E/O LA CIENEGA BOULEVARD,10/16/2007 12:00:00 AM,Tue,504
141ST STREET E/O LA CIENEGA BOULEVARD,10/15/2007 12:00:00 AM,Mon,447
141ST STREET E/O LA CIENEGA BOULEVARD,10/14/2007 12:00:00 AM,Sun,310
141ST STREET E/O LA CIENEGA BOULEVARD,10/13/2007 12:00:00 AM,Sat,340
141ST STREET E/O LA CIENEGA BOULEVARD,10/12/2007 12:00:00 AM,Fri,500
LAKE AVENUE N/O PALM STREET (N),12/25/2014 12:00:00 AM,Thu,0
141ST STREET E/O LA CIENEGA BOULEVARD,10/11/2007 12:00:00 AM,Thur,506
141ST STREET E/O SHOUP AVENUE,03/11/2008 12:00:00 AM,Tue,574
141ST STREET W/O SHOUP AVENUE,03/18/2008 12:00:00 AM,Tue,501
142ND STREET E/O LA CIENEGA BOULEVARD,07/15/2013 12:00:00 AM,Mon,1142
142ND STREET E/O LA CIENEGA BOULEVARD,08/07/2012 12:00:00 AM,Tue,1252
142ND STREET E/O LA CIENEGA BOULEVARD,08/06/2012 12:00:00 AM,Mon,1192
142ND STREET E/O LA CIENEGA BOULEVARD,10/17/2007 12:00:00 AM,Wed,1604
142ND STREET E/O LA CIENEGA BOULEVARD,10/16/2007 12:00:00 AM,Tue,1666
142ND STREET E/O LA CIENEGA BOULEVARD,10/15/2007 12:00:00 AM,Mon,1553
142ND STREET E/O LA CIENEGA BOULEVARD,10/14/2007 12:00:00 AM,Sun,1062
142ND STREET E/O LA CIENEGA BOULEVARD,10/13/2007 12:00:00 AM,Sat,1214
142ND STREET E/O LA CIENEGA BOULEVARD,10/12/2007 12:00:00 AM,Fri,1616
142ND STREET E/O LA CIENEGA BOULEVARD,10/11/2007 12:00:00 AM,Thur,1613
142ND STREET W/O OCEAN GATE AVENUE,09/21/2009 12:00:00 AM,Mon,1323
142ND STREET W/O OCEAN GATE AVENUE,09/20/2009 12:00:00 AM,Sun,963
142ND STREET W/O OCEAN GATE AVENUE,09/19/2009 12:00:00 AM,Sat,1225
142ND STREET W/O OCEAN GATE AVENUE,09/18/2009 12:00:00 AM,Fri,1451
LAKE AVENUE N/O PALM STREET (N),12/26/2014 12:00:00 AM,Fri,0
142ND STREET W/O OCEAN GATE AVENUE,09/17/2009 12:00:00 AM,Thur,1385
142ND STREET W/O OCEAN GATE AVENUE,09/16/2009 12:00:00 AM,Wed,1347
142ND STREET W/O OCEAN GATE AVENUE,09/15/2009 12:00:00 AM,Tue,1405
145TH STREET E S/O AVENUE O,01/05/2010 12:00:00 AM,Tue,525
146TH STREET E/O CASWELL AVENUE,07/02/2014 12:00:00 AM,Wed,314
147TH STREET E/O CHADRON AVENUE,07/31/2013 12:00:00 AM,Wed,3481
147TH STREET E/O CHADRON AVENUE,07/30/2013 12:00:00 AM,Tue,3386
147TH STREET E/O YUKON AVENUE,02/21/2012 12:00:00 AM,Tue,2945
147TH STREET W/O CHADRON AVENUE,03/13/2012 12:00:00 AM,Tue,3294
148TH STREET W/O KEENE AVENUE,08/26/2007 12:00:00 AM,Sun,1283
148TH STREET W/O KEENE AVENUE,08/25/2007 12:00:00 AM,Sat,1387
148TH STREET W/O KEENE AVENUE,08/24/2007 12:00:00 AM,Fri,1379
148TH STREET W/O KEENE AVENUE,08/23/2007 12:00:00 AM,Thur,1382
148TH STREET W/O KEENE AVENUE,08/22/2007 12:00:00 AM,Wed,1324
148TH STREET W/O KEENE AVENUE,08/14/2007 12:00:00 AM,Tue,1501
150TH STREET E S/O AVENUE J,01/05/2010 12:00:00 AM,Tue,535
152ND STREET E/O CERISE AVENUE,02/14/2007 12:00:00 AM,Wed,566
LAKE AVENUE N/O PALM STREET (N),12/27/2014 12:00:00 AM,Sat,0
LAKE AVENUE N/O PALM STREET (N),12/28/2014 12:00:00 AM,Sun,0
152ND STREET E/O ERMANITA AVENUE,09/17/2013 12:00:00 AM,Tue,642
152ND STREET E/O ERMANITA AVENUE,09/16/2013 12:00:00 AM,Mon,615
152ND STREET E/O ERMANITA AVENUE,06/08/2008 12:00:00 AM,Sun,575
152ND STREET E/O ERMANITA AVENUE,06/07/2008 12:00:00 AM,Sat,679
152ND STREET E/O ERMANITA AVENUE,06/06/2008 12:00:00 AM,Fri,754
152ND STREET E/O ERMANITA AVENUE,06/05/2008 12:00:00 AM,Thur,684
154TH STREET E N/O AVENUE M-12,08/12/2013 12:00:00 AM,Mon,203
154TH STREET E S/O AVENUE M-12,08/12/2013 12:00:00 AM,Mon,124
154TH STREET E/O VISALIA AVENUE,06/21/2009 12:00:00 AM,Sun,2189
154TH STREET E/O VISALIA AVENUE,06/20/2009 12:00:00 AM,Sat,2372
154TH STREET E/O VISALIA AVENUE,06/19/2009 12:00:00 AM,Fri,2336
154TH STREET E/O VISALIA AVENUE,06/18/2009 12:00:00 AM,Thur,2214
154TH STREET E/O VISALIA AVENUE,06/17/2009 12:00:00 AM,Wed,2309
154TH STREET E/O VISALIA AVENUE,06/16/2009 12:00:00 AM,Tue,2169
154TH STREET E/O VISALIA AVENUE,06/15/2009 12:00:00 AM,Mon,2202
154TH STREET W/O MCKINLEY AVENUE,10/15/2007 12:00:00 AM,Mon,2405
155TH STREET E N/O PALMDALE BOULEVARD,09/21/2014 12:00:00 AM,Sun,131
RAYMOND AVENUE N/O HARRIET STREET,12/29/2014 12:00:00 AM,Mon,244
155TH STREET E N/O PALMDALE BOULEVARD,09/20/2014 12:00:00 AM,Sat,156
155TH STREET E N/O PALMDALE BOULEVARD,09/19/2014 12:00:00 AM,Fri,143
155TH STREET E N/O PALMDALE BOULEVARD,09/18/2014 12:00:00 AM,Thur,162
156TH STREET E/O DOTY AVENUE,02/18/2009 12:00:00 AM,Wed,321
157TH STREET E/O MAIN STREET,08/01/2007 12:00:00 AM,Wed,3390
157TH STREET E/O MAIN STREET,07/31/2007 12:00:00 AM,Tue,3279
157TH STREET E/O MAIN STREET,07/30/2007 12:00:00 AM,Mon,3252
157TH STREET E/O MAIN STREET,07/29/2007 12:00:00 AM,Sun,2098
157TH STREET E/O MAIN STREET,07/28/2007 12:00:00 AM,Sat,2661
157TH STREET E/O MAIN STREET,07/27/2007 12:00:00 AM,Fri,3303
157TH STREET E/O MAIN STREET,07/26/2007 12:00:00 AM,Thur,3281
157TH STREET E/O MAIN STREET,07/25/2007 12:00:00 AM,Wed,3368
157TH STREET W/O MAPLE AVENUE,08/01/2007 12:00:00 AM,Wed,2357
157TH STREET W/O MAPLE AVENUE,07/31/2007 12:00:00 AM,Tue,2204
157TH STREET W/O MAPLE AVENUE,07/30/2007 12:00:00 AM,Mon,2275
157TH STREET W/O MAPLE AVENUE,07/29/2007 12:00:00 AM,Sun,1567
157TH STREET W/O MAPLE AVENUE,07/28/2007 12:00:00 AM,Sat,1869
NEWTON STREET E/O RICHDALE AVENUE,12/29/2014 12:00:00 AM,Mon,5038
RAYMOND AVENUE N/O HARRIET STREET,12/30/2014 12:00:00 AM,Tue,283
157TH STREET W/O MAPLE AVENUE,07/27/2007 12:00:00 AM,Fri,2280
157TH STREET W/O MAPLE AVENUE,07/26/2007 12:00:00 AM,Thur,2322
157TH STREET W/O MAPLE AVENUE,07/25/2007 12:00:00 AM,Wed,2353
157TH STREET W/O SAN PEDRO STREET,02/03/2008 12:00:00 AM,Sun,1184
157TH STREET W/O SAN PEDRO STREET,02/02/2008 12:00:00 AM,Sat,1669
157TH STREET W/O SAN PEDRO STREET,02/01/2008 12:00:00 AM,Fri,2019
157TH STREET W/O SAN PEDRO STREET,01/31/2008 12:00:00 AM,Thur,1729
157TH STREET W/O SAN PEDRO STREET,01/30/2008 12:00:00 AM,Wed,1811
157TH STREET W/O SAN PEDRO STREET,08/01/2007 12:00:00 AM,Wed,3358
157TH STREET W/O SAN PEDRO STREET,07/31/2007 12:00:00 AM,Tue,3252
157TH STREET W/O SAN PEDRO STREET,07/30/2007 12:00:00 AM,Mon,3307
157TH STREET W/O SAN PEDRO STREET,07/29/2007 12:00:00 AM,Sun,2464
157TH STREET W/O SAN PEDRO STREET,07/28/2007 12:00:00 AM,Sat,3141
157TH STREET W/O SAN PEDRO STREET,07/27/2007 12:00:00 AM,Fri,3545
157TH STREET W/O SAN PEDRO STREET,07/26/2007 12:00:00 AM,Thur,3464
159TH STREET E S/O AVENUE M-12,08/25/2014 12:00:00 AM,Mon,311
159TH STREET E S/O AVENUE M-12,08/24/2014 12:00:00 AM,Sun,351
NEWTON STREET E/O RICHDALE AVENUE,12/30/2014 12:00:00 AM,Tue,4879
159TH STREET E S/O AVENUE M-12,08/23/2014 12:00:00 AM,Sat,345
159TH STREET E S/O AVENUE M-12,08/22/2014 12:00:00 AM,Fri,370
159TH STREET E S/O AVENUE M-12,08/21/2014 12:00:00 AM,Thur,304
159TH STREET E/O MAPLE AVENUE,09/17/2008 12:00:00 AM,Wed,188
15TH STREET W N/O AVENUE O,08/14/2013 12:00:00 AM,Wed,442
15TH STREET W S/O AVENUE O,08/14/2013 12:00:00 AM,Wed,1415
161ST STREET E S/O COOLWATER AVENUE,11/08/2011 12:00:00 AM,Tue,161
161ST STREET E S/O COOLWATER AVENUE,11/07/2011 12:00:00 AM,Mon,146
164TH STREET W/O PRAIRIE AVENUE,02/03/2008 12:00:00 AM,Sun,568
164TH STREET W/O PRAIRIE AVENUE,02/02/2008 12:00:00 AM,Sat,795
164TH STREET W/O PRAIRIE AVENUE,02/01/2008 12:00:00 AM,Fri,824
164TH STREET W/O PRAIRIE AVENUE,01/31/2008 12:00:00 AM,Thur,774
164TH STREET W/O PRAIRIE AVENUE,01/30/2008 12:00:00 AM,Wed,762
164th street W/O PRAIRIE AVENUE,10/15/2008 12:00:00 AM,Wed,768
165TH STREET E N/O AVENUE T,07/07/2014 12:00:00 AM,Mon,3103
166TH STREET W/O GRIDLEY ROAD,05/23/2012 12:00:00 AM,Wed,8374
170TH STREET E N/O AVENUE K-12,06/06/2007 12:00:00 AM,Wed,2116
ACADEMY DRIVE S/O CARTESIAN CIRCLE,01/01/2015 12:00:00 AM,Thu,207
ACADEMY DRIVE S/O CARTESIAN CIRCLE,01/02/2015 12:00:00 AM,Fri,330
170TH STREET E N/O AVENUE K-12,06/05/2007 12:00:00 AM,Tue,2019
170TH STREET E N/O AVENUE K-12,06/04/2007 12:00:00 AM,Mon,2111
170TH STREET E N/O AVENUE K-8,05/08/2013 12:00:00 AM,Wed,1799
170TH STREET E N/O AVENUE K8,06/20/2011 12:00:00 AM,Mon,1736
